Time,Value,MEASURE,Description
2009,18.1,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2010,17.1,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2011,17,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2009,19.8,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2010,19.9,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2011,20,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2009,22.1,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2010,21.8,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2011,21.6,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2009,23.5,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2010,23.5,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2011,23.1,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2009,14.1,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2010,14.9,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2011,15.4,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2009,2.3,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,2.6,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2011,2.8,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,20131,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2011,20731,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2010,38435,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2011,39053,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2010,25959,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2011,26171,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2010,23886,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2011,24799,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2010,36697,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2011,31842,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2010,17281,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2011,20409,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2010,13204,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2011,13141,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2010,28972,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2011,29163,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2010,13755,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2011,14270,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2010,218784,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2011,219536,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2010,9.2,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2011,9.4,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2010,17.6,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2011,17.8,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2010,11.9,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2011,11.9,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2010,10.9,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2011,11.3,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2010,16.8,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2011,14.5,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2010,7.9,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2011,9.3,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2010,6,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2011,6,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2010,13.2,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2011,13.3,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2010,6.3,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,6.5,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,913,RENT_2,Rent and Mortgage Payments - Average monthly household rental payment ($)
2011,1448,RENT_3,Rent and Mortgage Payments - Average monthly household mortgage payment ($)
2009,2582,BUILDING_2,Building Approvals - Total private sector houses (no.)
2010,2593,BUILDING_2,Building Approvals - Total private sector houses (no.)
2011,2183,BUILDING_2,Building Approvals - Total private sector houses (no.)
2012,1699,BUILDING_2,Building Approvals - Total private sector houses (no.)
2013,1406,BUILDING_2,Building Approvals - Total private sector houses (no.)
2009,2572,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2010,2590,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2011,2173,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2012,1687,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2013,1396,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2009,3229,BUILDING_4,Building Approvals - Total dwelling units (no.)
2010,3354,BUILDING_4,Building Approvals - Total dwelling units (no.)
2011,3121,BUILDING_4,Building Approvals - Total dwelling units (no.)
2012,2120,BUILDING_4,Building Approvals - Total dwelling units (no.)
2013,1791,BUILDING_4,Building Approvals - Total dwelling units (no.)
2009,668,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2010,702,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2011,635,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2012,546,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2013,417,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2009,528,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2010,563,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2011,494,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2012,409,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2013,326,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2009,629,BUILDING_7,Building Approvals - Value of new residential building ($m)
2010,687,BUILDING_7,Building Approvals - Value of new residential building ($m)
2011,661,BUILDING_7,Building Approvals - Value of new residential building ($m)
2012,473,BUILDING_7,Building Approvals - Value of new residential building ($m)
2013,391,BUILDING_7,Building Approvals - Value of new residential building ($m)
2009,781,BUILDING_8,Building Approvals - Value of total residential building ($m)
2010,828,BUILDING_8,Building Approvals - Value of total residential building ($m)
2011,810,BUILDING_8,Building Approvals - Value of total residential building ($m)
2012,614,BUILDING_8,Building Approvals - Value of total residential building ($m)
2013,510,BUILDING_8,Building Approvals - Value of total residential building ($m)
2009,514,BUILDING_9,Building Approvals - Value of total non-residential building ($m)
2010,781,BUILDING_9,Building Approvals - Value of total non-residential building ($m)
2011,461,BUILDING_9,Building Approvals - Value of total non-residential building ($m)
2012,659,BUILDING_9,Building Approvals - Value of total non-residential building ($m)
2013,449,BUILDING_9,Building Approvals - Value of total non-residential building ($m)
2009,1295,BUILDING_10,Building Approvals - Value of total building ($m)
2010,1609,BUILDING_10,Building Approvals - Value of total building ($m)
2011,1272,BUILDING_10,Building Approvals - Value of total building ($m)
2012,1273,BUILDING_10,Building Approvals - Value of total building ($m)
2013,959,BUILDING_10,Building Approvals - Value of total building ($m)
2009,259,BUILDING_11,Building Approvals - Average value of private sector houses ($'000)
2010,271,BUILDING_11,Building Approvals - Average value of private sector houses ($'000)
2011,291,BUILDING_11,Building Approvals - Average value of private sector houses ($'000)
2012,321,BUILDING_11,Building Approvals - Average value of private sector houses ($'000)
2013,297,BUILDING_11,Building Approvals - Average value of private sector houses ($'000)
2009,19.3,ERP_6,Estimated Resident Population - Persons - 0-14 years (%)
2010,19,ERP_6,Estimated Resident Population - Persons - 0-14 years (%)
2011,18.8,ERP_6,Estimated Resident Population - Persons - 0-14 years (%)
2012,18.6,ERP_6,Estimated Resident Population - Persons - 0-14 years (%)
2013,18.5,ERP_6,Estimated Resident Population - Persons - 0-14 years (%)
2009,13.1,ERP_7,Estimated Resident Population - Persons - 15-24 years (%)
2010,13.1,ERP_7,Estimated Resident Population - Persons - 15-24 years (%)
2011,13,ERP_7,Estimated Resident Population - Persons - 15-24 years (%)
2012,12.8,ERP_7,Estimated Resident Population - Persons - 15-24 years (%)
2013,12.7,ERP_7,Estimated Resident Population - Persons - 15-24 years (%)
2009,11.4,ERP_8,Estimated Resident Population - Persons - 25-34 years (%)
2010,11.5,ERP_8,Estimated Resident Population - Persons - 25-34 years (%)
2011,11.5,ERP_8,Estimated Resident Population - Persons - 25-34 years (%)
2012,11.5,ERP_8,Estimated Resident Population - Persons - 25-34 years (%)
2013,11.5,ERP_8,Estimated Resident Population - Persons - 25-34 years (%)
2009,13.3,ERP_9,Estimated Resident Population - Persons - 35-44 years (%)
2010,13.2,ERP_9,Estimated Resident Population - Persons - 35-44 years (%)
2011,13,ERP_9,Estimated Resident Population - Persons - 35-44 years (%)
2012,12.8,ERP_9,Estimated Resident Population - Persons - 35-44 years (%)
2013,12.6,ERP_9,Estimated Resident Population - Persons - 35-44 years (%)
2009,14.6,ERP_10,Estimated Resident Population - Persons - 45-54 years (%)
2010,14.5,ERP_10,Estimated Resident Population - Persons - 45-54 years (%)
2011,14.4,ERP_10,Estimated Resident Population - Persons - 45-54 years (%)
2012,14.2,ERP_10,Estimated Resident Population - Persons - 45-54 years (%)
2013,14,ERP_10,Estimated Resident Population - Persons - 45-54 years (%)
2009,12.9,ERP_11,Estimated Resident Population - Persons - 55-64 years (%)
2010,13.1,ERP_11,Estimated Resident Population - Persons - 55-64 years (%)
2011,13.3,ERP_11,Estimated Resident Population - Persons - 55-64 years (%)
2012,13.3,ERP_11,Estimated Resident Population - Persons - 55-64 years (%)
2013,13.5,ERP_11,Estimated Resident Population - Persons - 55-64 years (%)
2009,8.3,ERP_12,Estimated Resident Population - Persons - 65-74 years (%)
2010,8.6,ERP_12,Estimated Resident Population - Persons - 65-74 years (%)
2011,9,ERP_12,Estimated Resident Population - Persons - 65-74 years (%)
2012,9.5,ERP_12,Estimated Resident Population - Persons - 65-74 years (%)
2013,9.9,ERP_12,Estimated Resident Population - Persons - 65-74 years (%)
2009,5.1,ERP_13,Estimated Resident Population - Persons - 75-84 years (%)
2010,5.1,ERP_13,Estimated Resident Population - Persons - 75-84 years (%)
2011,5.1,ERP_13,Estimated Resident Population - Persons - 75-84 years (%)
2012,5.2,ERP_13,Estimated Resident Population - Persons - 75-84 years (%)
2013,5.3,ERP_13,Estimated Resident Population - Persons - 75-84 years (%)
2009,1.9,ERP_14,Estimated Resident Population - Persons - 85 years and over (%)
2010,1.9,ERP_14,Estimated Resident Population - Persons - 85 years and over (%)
2011,2,ERP_14,Estimated Resident Population - Persons - 85 years and over (%)
2012,2.1,ERP_14,Estimated Resident Population - Persons - 85 years and over (%)
2013,2.1,ERP_14,Estimated Resident Population - Persons - 85 years and over (%)
2009,16764,ERP_M_2,Estimated Resident Population - Males - 0-4 years (no.)
2010,16751,ERP_M_2,Estimated Resident Population - Males - 0-4 years (no.)
2011,16504,ERP_M_2,Estimated Resident Population - Males - 0-4 years (no.)
2012,16432,ERP_M_2,Estimated Resident Population - Males - 0-4 years (no.)
2013,16224,ERP_M_2,Estimated Resident Population - Males - 0-4 years (no.)
2009,15995,ERP_M_3,Estimated Resident Population - Males - 5-9 years (no.)
2010,16018,ERP_M_3,Estimated Resident Population - Males - 5-9 years (no.)
2011,16135,ERP_M_3,Estimated Resident Population - Males - 5-9 years (no.)
2012,16111,ERP_M_3,Estimated Resident Population - Males - 5-9 years (no.)
2013,16423,ERP_M_3,Estimated Resident Population - Males - 5-9 years (no.)
2009,17329,ERP_M_4,Estimated Resident Population - Males - 10-14 years (no.)
2010,17125,ERP_M_4,Estimated Resident Population - Males - 10-14 years (no.)
2011,17018,ERP_M_4,Estimated Resident Population - Males - 10-14 years (no.)
2012,16789,ERP_M_4,Estimated Resident Population - Males - 10-14 years (no.)
2013,16515,ERP_M_4,Estimated Resident Population - Males - 10-14 years (no.)
2009,17677,ERP_M_5,Estimated Resident Population - Males - 15-19 years (no.)
2010,17710,ERP_M_5,Estimated Resident Population - Males - 15-19 years (no.)
2011,17642,ERP_M_5,Estimated Resident Population - Males - 15-19 years (no.)
2012,17699,ERP_M_5,Estimated Resident Population - Males - 15-19 years (no.)
2013,17627,ERP_M_5,Estimated Resident Population - Males - 15-19 years (no.)
2009,16373,ERP_M_6,Estimated Resident Population - Males - 20-24 years (no.)
2010,16670,ERP_M_6,Estimated Resident Population - Males - 20-24 years (no.)
2011,16641,ERP_M_6,Estimated Resident Population - Males - 20-24 years (no.)
2012,16365,ERP_M_6,Estimated Resident Population - Males - 20-24 years (no.)
2013,16389,ERP_M_6,Estimated Resident Population - Males - 20-24 years (no.)
2009,14569,ERP_M_7,Estimated Resident Population - Males - 25-29 years (no.)
2010,15029,ERP_M_7,Estimated Resident Population - Males - 25-29 years (no.)
2011,15303,ERP_M_7,Estimated Resident Population - Males - 25-29 years (no.)
2012,15188,ERP_M_7,Estimated Resident Population - Males - 25-29 years (no.)
2013,14856,ERP_M_7,Estimated Resident Population - Males - 25-29 years (no.)
2009,13988,ERP_M_8,Estimated Resident Population - Males - 30-34 years (no.)
2010,14013,ERP_M_8,Estimated Resident Population - Males - 30-34 years (no.)
2011,14047,ERP_M_8,Estimated Resident Population - Males - 30-34 years (no.)
2012,14188,ERP_M_8,Estimated Resident Population - Males - 30-34 years (no.)
2013,14388,ERP_M_8,Estimated Resident Population - Males - 30-34 years (no.)
2009,16392,ERP_M_9,Estimated Resident Population - Males - 35-39 years (no.)
2010,16020,ERP_M_9,Estimated Resident Population - Males - 35-39 years (no.)
2011,15526,ERP_M_9,Estimated Resident Population - Males - 35-39 years (no.)
2012,14909,ERP_M_9,Estimated Resident Population - Males - 35-39 years (no.)
2013,14562,ERP_M_9,Estimated Resident Population - Males - 35-39 years (no.)
2009,16489,ERP_M_10,Estimated Resident Population - Males - 40-44 years (no.)
2010,16725,ERP_M_10,Estimated Resident Population - Males - 40-44 years (no.)
2011,17117,ERP_M_10,Estimated Resident Population - Males - 40-44 years (no.)
2012,17348,ERP_M_10,Estimated Resident Population - Males - 40-44 years (no.)
2013,17158,ERP_M_10,Estimated Resident Population - Males - 40-44 years (no.)
2009,18568,ERP_M_11,Estimated Resident Population - Males - 45-49 years (no.)
2010,18276,ERP_M_11,Estimated Resident Population - Males - 45-49 years (no.)
2011,17731,ERP_M_11,Estimated Resident Population - Males - 45-49 years (no.)
2012,17042,ERP_M_11,Estimated Resident Population - Males - 45-49 years (no.)
2013,16749,ERP_M_11,Estimated Resident Population - Males - 45-49 years (no.)
2009,17993,ERP_M_12,Estimated Resident Population - Males - 50-54 years (no.)
2010,18375,ERP_M_12,Estimated Resident Population - Males - 50-54 years (no.)
2011,18584,ERP_M_12,Estimated Resident Population - Males - 50-54 years (no.)
2012,18736,ERP_M_12,Estimated Resident Population - Males - 50-54 years (no.)
2013,18576,ERP_M_12,Estimated Resident Population - Males - 50-54 years (no.)
2009,16885,ERP_M_13,Estimated Resident Population - Males - 55-59 years (no.)
2010,17126,ERP_M_13,Estimated Resident Population - Males - 55-59 years (no.)
2011,17443,ERP_M_13,Estimated Resident Population - Males - 55-59 years (no.)
2012,17485,ERP_M_13,Estimated Resident Population - Males - 55-59 years (no.)
2013,17706,ERP_M_13,Estimated Resident Population - Males - 55-59 years (no.)
2009,15588,ERP_M_14,Estimated Resident Population - Males - 60-64 years (no.)
2010,16133,ERP_M_14,Estimated Resident Population - Males - 60-64 years (no.)
2011,16666,ERP_M_14,Estimated Resident Population - Males - 60-64 years (no.)
2012,16655,ERP_M_14,Estimated Resident Population - Males - 60-64 years (no.)
2013,16693,ERP_M_14,Estimated Resident Population - Males - 60-64 years (no.)
2009,11979,ERP_M_15,Estimated Resident Population - Males - 65-69 years (no.)
2010,12521,ERP_M_15,Estimated Resident Population - Males - 65-69 years (no.)
2011,13130,ERP_M_15,Estimated Resident Population - Males - 65-69 years (no.)
2012,14090,ERP_M_15,Estimated Resident Population - Males - 65-69 years (no.)
2013,14840,ERP_M_15,Estimated Resident Population - Males - 65-69 years (no.)
2009,8965,ERP_M_16,Estimated Resident Population - Males - 70-74 years (no.)
2010,9407,ERP_M_16,Estimated Resident Population - Males - 70-74 years (no.)
2011,9904,ERP_M_16,Estimated Resident Population - Males - 70-74 years (no.)
2012,10352,ERP_M_16,Estimated Resident Population - Males - 70-74 years (no.)
2013,10716,ERP_M_16,Estimated Resident Population - Males - 70-74 years (no.)
2009,6783,ERP_M_17,Estimated Resident Population - Males - 75-79 years (no.)
2010,6827,ERP_M_17,Estimated Resident Population - Males - 75-79 years (no.)
2011,6883,ERP_M_17,Estimated Resident Population - Males - 75-79 years (no.)
2012,7096,ERP_M_17,Estimated Resident Population - Males - 75-79 years (no.)
2013,7401,ERP_M_17,Estimated Resident Population - Males - 75-79 years (no.)
2009,4748,ERP_M_18,Estimated Resident Population - Males - 80-84 years (no.)
2010,4874,ERP_M_18,Estimated Resident Population - Males - 80-84 years (no.)
2011,4948,ERP_M_18,Estimated Resident Population - Males - 80-84 years (no.)
2012,5028,ERP_M_18,Estimated Resident Population - Males - 80-84 years (no.)
2013,5041,ERP_M_18,Estimated Resident Population - Males - 80-84 years (no.)
2009,3170,ERP_M_19,Estimated Resident Population - Males - 85 and over (no.)
2010,3353,ERP_M_19,Estimated Resident Population - Males - 85 and over (no.)
2011,3568,ERP_M_19,Estimated Resident Population - Males - 85 and over (no.)
2012,3707,ERP_M_19,Estimated Resident Population - Males - 85 and over (no.)
2013,3851,ERP_M_19,Estimated Resident Population - Males - 85 and over (no.)
2009,250255,ERP_M_20,Estimated Resident Population - Males - Total (no.)
2010,252953,ERP_M_20,Estimated Resident Population - Males - Total (no.)
2011,254790,ERP_M_20,Estimated Resident Population - Males - Total (no.)
2012,255220,ERP_M_20,Estimated Resident Population - Males - Total (no.)
2013,255715,ERP_M_20,Estimated Resident Population - Males - Total (no.)
2009,15721,ERP_F_2,Estimated Resident Population - Females - 0-4 years (no.)
2010,15716,ERP_F_2,Estimated Resident Population - Females - 0-4 years (no.)
2011,15317,ERP_F_2,Estimated Resident Population - Females - 0-4 years (no.)
2012,15268,ERP_F_2,Estimated Resident Population - Females - 0-4 years (no.)
2013,15180,ERP_F_2,Estimated Resident Population - Females - 0-4 years (no.)
2009,15034,ERP_F_3,Estimated Resident Population - Females - 5-9 years (no.)
2010,14914,ERP_F_3,Estimated Resident Population - Females - 5-9 years (no.)
2011,14953,ERP_F_3,Estimated Resident Population - Females - 5-9 years (no.)
2012,14970,ERP_F_3,Estimated Resident Population - Females - 5-9 years (no.)
2013,15201,ERP_F_3,Estimated Resident Population - Females - 5-9 years (no.)
2009,16277,ERP_F_4,Estimated Resident Population - Females - 10-14 years (no.)
2010,16129,ERP_F_4,Estimated Resident Population - Females - 10-14 years (no.)
2011,15996,ERP_F_4,Estimated Resident Population - Females - 10-14 years (no.)
2012,15733,ERP_F_4,Estimated Resident Population - Females - 10-14 years (no.)
2013,15563,ERP_F_4,Estimated Resident Population - Females - 10-14 years (no.)
2009,16479,ERP_F_5,Estimated Resident Population - Females - 15-19 years (no.)
2010,16504,ERP_F_5,Estimated Resident Population - Females - 15-19 years (no.)
2011,16245,ERP_F_5,Estimated Resident Population - Females - 15-19 years (no.)
2012,16206,ERP_F_5,Estimated Resident Population - Females - 15-19 years (no.)
2013,16145,ERP_F_5,Estimated Resident Population - Females - 15-19 years (no.)
2009,15707,ERP_F_6,Estimated Resident Population - Females - 20-24 years (no.)
2010,15700,ERP_F_6,Estimated Resident Population - Females - 20-24 years (no.)
2011,15762,ERP_F_6,Estimated Resident Population - Females - 20-24 years (no.)
2012,15414,ERP_F_6,Estimated Resident Population - Females - 20-24 years (no.)
2013,15133,ERP_F_6,Estimated Resident Population - Females - 20-24 years (no.)
2009,14620,ERP_F_7,Estimated Resident Population - Females - 25-29 years (no.)
2010,15135,ERP_F_7,Estimated Resident Population - Females - 25-29 years (no.)
2011,15174,ERP_F_7,Estimated Resident Population - Females - 25-29 years (no.)
2012,14965,ERP_F_7,Estimated Resident Population - Females - 25-29 years (no.)
2013,14833,ERP_F_7,Estimated Resident Population - Females - 25-29 years (no.)
2009,14422,ERP_F_8,Estimated Resident Population - Females - 30-34 years (no.)
2010,14328,ERP_F_8,Estimated Resident Population - Females - 30-34 years (no.)
2011,14486,ERP_F_8,Estimated Resident Population - Females - 30-34 years (no.)
2012,14707,ERP_F_8,Estimated Resident Population - Females - 30-34 years (no.)
2013,14789,ERP_F_8,Estimated Resident Population - Females - 30-34 years (no.)
2009,17212,ERP_F_9,Estimated Resident Population - Females - 35-39 years (no.)
2010,16952,ERP_F_9,Estimated Resident Population - Females - 35-39 years (no.)
2011,16277,ERP_F_9,Estimated Resident Population - Females - 35-39 years (no.)
2012,15404,ERP_F_9,Estimated Resident Population - Females - 35-39 years (no.)
2013,14930,ERP_F_9,Estimated Resident Population - Females - 35-39 years (no.)
2009,17113,ERP_F_10,Estimated Resident Population - Females - 40-44 years (no.)
2010,17248,ERP_F_10,Estimated Resident Population - Females - 40-44 years (no.)
2011,17656,ERP_F_10,Estimated Resident Population - Females - 40-44 years (no.)
2012,17876,ERP_F_10,Estimated Resident Population - Females - 40-44 years (no.)
2013,17818,ERP_F_10,Estimated Resident Population - Females - 40-44 years (no.)
2009,19120,ERP_F_11,Estimated Resident Population - Females - 45-49 years (no.)
2010,18740,ERP_F_11,Estimated Resident Population - Females - 45-49 years (no.)
2011,18110,ERP_F_11,Estimated Resident Population - Females - 45-49 years (no.)
2012,17677,ERP_F_11,Estimated Resident Population - Females - 45-49 years (no.)
2013,17346,ERP_F_11,Estimated Resident Population - Females - 45-49 years (no.)
2009,18121,ERP_F_12,Estimated Resident Population - Females - 50-54 years (no.)
2010,18565,ERP_F_12,Estimated Resident Population - Females - 50-54 years (no.)
2011,18992,ERP_F_12,Estimated Resident Population - Females - 50-54 years (no.)
2012,19121,ERP_F_12,Estimated Resident Population - Females - 50-54 years (no.)
2013,19115,ERP_F_12,Estimated Resident Population - Females - 50-54 years (no.)
2009,16986,ERP_F_13,Estimated Resident Population - Females - 55-59 years (no.)
2010,17190,ERP_F_13,Estimated Resident Population - Females - 55-59 years (no.)
2011,17482,ERP_F_13,Estimated Resident Population - Females - 55-59 years (no.)
2012,17835,ERP_F_13,Estimated Resident Population - Females - 55-59 years (no.)
2013,18069,ERP_F_13,Estimated Resident Population - Females - 55-59 years (no.)
2009,15559,ERP_F_14,Estimated Resident Population - Females - 60-64 years (no.)
2010,15986,ERP_F_14,Estimated Resident Population - Females - 60-64 years (no.)
2011,16361,ERP_F_14,Estimated Resident Population - Females - 60-64 years (no.)
2012,16318,ERP_F_14,Estimated Resident Population - Females - 60-64 years (no.)
2013,16585,ERP_F_14,Estimated Resident Population - Females - 60-64 years (no.)
2009,11769,ERP_F_15,Estimated Resident Population - Females - 65-69 years (no.)
2010,12364,ERP_F_15,Estimated Resident Population - Females - 65-69 years (no.)
2011,12928,ERP_F_15,Estimated Resident Population - Females - 65-69 years (no.)
2012,13847,ERP_F_15,Estimated Resident Population - Females - 65-69 years (no.)
2013,14602,ERP_F_15,Estimated Resident Population - Females - 65-69 years (no.)
2009,9347,ERP_F_16,Estimated Resident Population - Females - 70-74 years (no.)
2010,9628,ERP_F_16,Estimated Resident Population - Females - 70-74 years (no.)
2011,9904,ERP_F_16,Estimated Resident Population - Females - 70-74 years (no.)
2012,10263,ERP_F_16,Estimated Resident Population - Females - 70-74 years (no.)
2013,10577,ERP_F_16,Estimated Resident Population - Females - 70-74 years (no.)
2009,7905,ERP_F_17,Estimated Resident Population - Females - 75-79 years (no.)
2010,7873,ERP_F_17,Estimated Resident Population - Females - 75-79 years (no.)
2011,7928,ERP_F_17,Estimated Resident Population - Females - 75-79 years (no.)
2012,8075,ERP_F_17,Estimated Resident Population - Females - 75-79 years (no.)
2013,8227,ERP_F_17,Estimated Resident Population - Females - 75-79 years (no.)
2009,6353,ERP_F_18,Estimated Resident Population - Females - 80-84 years (no.)
2010,6361,ERP_F_18,Estimated Resident Population - Females - 80-84 years (no.)
2011,6386,ERP_F_18,Estimated Resident Population - Females - 80-84 years (no.)
2012,6403,ERP_F_18,Estimated Resident Population - Females - 80-84 years (no.)
2013,6436,ERP_F_18,Estimated Resident Population - Females - 80-84 years (no.)
2009,6353,ERP_F_19,Estimated Resident Population - Females - 85 and over (no.)
2010,6561,ERP_F_19,Estimated Resident Population - Females - 85 and over (no.)
2011,6736,ERP_F_19,Estimated Resident Population - Females - 85 and over (no.)
2012,6804,ERP_F_19,Estimated Resident Population - Females - 85 and over (no.)
2013,6895,ERP_F_19,Estimated Resident Population - Females - 85 and over (no.)
2009,254098,ERP_F_20,Estimated Resident Population - Females - Total (no.)
2010,255894,ERP_F_20,Estimated Resident Population - Females - Total (no.)
2011,256693,ERP_F_20,Estimated Resident Population - Females - Total (no.)
2012,256886,ERP_F_20,Estimated Resident Population - Females - Total (no.)
2013,257444,ERP_F_20,Estimated Resident Population - Females - Total (no.)
2009,32485,ERP_P_2,Estimated Resident Population - Persons - 0-4 years (no.)
2010,32467,ERP_P_2,Estimated Resident Population - Persons - 0-4 years (no.)
2011,31821,ERP_P_2,Estimated Resident Population - Persons - 0-4 years (no.)
2012,31700,ERP_P_2,Estimated Resident Population - Persons - 0-4 years (no.)
2013,31404,ERP_P_2,Estimated Resident Population - Persons - 0-4 years (no.)
2009,31029,ERP_P_3,Estimated Resident Population - Persons - 5-9 years (no.)
2010,30932,ERP_P_3,Estimated Resident Population - Persons - 5-9 years (no.)
2011,31088,ERP_P_3,Estimated Resident Population - Persons - 5-9 years (no.)
2012,31081,ERP_P_3,Estimated Resident Population - Persons - 5-9 years (no.)
2013,31624,ERP_P_3,Estimated Resident Population - Persons - 5-9 years (no.)
2009,33606,ERP_P_4,Estimated Resident Population - Persons - 10-14 years (no.)
2010,33254,ERP_P_4,Estimated Resident Population - Persons - 10-14 years (no.)
2011,33014,ERP_P_4,Estimated Resident Population - Persons - 10-14 years (no.)
2012,32522,ERP_P_4,Estimated Resident Population - Persons - 10-14 years (no.)
2013,32078,ERP_P_4,Estimated Resident Population - Persons - 10-14 years (no.)
2009,34156,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2010,34214,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2011,33887,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2012,33905,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2013,33772,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2009,32080,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2010,32370,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2011,32403,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2012,31779,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2013,31522,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
